Category,IVS_name,IAU_name,RAh,RAm,RAs,DEd,DEm,DEs,D_alp,D_Del,Corr,num_Obs,S-band_total_flux,S-band_unresolved_flux,C-band_total_flux,C-band_unresolved_flux,X-band_total_flux,X-band_unresolved_flux,U-band_total_flux,U-band_unresolved_flux,K-band_total_flux,K-band_unresolved_flux,Type,Cat
C,2226-196,J2229-1921,22,29,7.478573,-19.0,21,35.36817,0.87,2.25,0.044,40,-1.0,-1.0,0.031,0.016,0.122,0.11,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2226+089,J2229+0914,22,29,8.084091,9.0,14,21.5303,8.11,12.38,-0.135,5,-1.0,-1.0,0.089,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2226+151,J2229+1523,22,29,9.240636,15.0,23,0.14689,0.55,1.1,-0.004,35,-1.0,-1.0,0.071,0.053,0.074,0.04,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227+665,J2229+6646,22,29,13.850979,66.0,46,51.48912,0.22,0.17,-0.391,378,-1.0,-1.0,0.165,0.101,0.163,0.122,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227+538,J2229+5403,22,29,14.768781,54.0,3,23.33449,1.22,1.69,-0.511,36,-1.0,-1.0,0.093,0.056,0.048,0.023,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2226-411,J2229-4051,22,29,18.364637,-40.0,51,32.13285,9.66,22.05,-0.179,4,-1.0,-1.0,-1.00,-1.00,0.009,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2224-793,J2229-7907,22,29,18.54005,-79.0,7,8.5208,0.76,0.25,0.163,264,-1.0,-1.0,-1.00,-1.00,0.256,0.234,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2226+095,J2229+0951,22,29,21.237591,9.0,51,12.9553,0.73,1.89,-0.067,36,-1.0,-1.0,0.025,0.016,0.021,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2226-343,J2229-3402,22,29,22.00223,-34.0,2,37.98626,14.77,37.36,-0.698,10,-1.0,-1.0,0.023,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227+306,J2229+3057,22,29,34.147099,30.0,57,12.08855,0.86,1.35,-0.596,36,-1.0,-1.0,0.031,0.026,0.032,0.023,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227+227,J2229+2259,22,29,35.472525,22.0,59,44.81608,0.5,0.87,0.174,77,-1.0,-1.0,-1.00,-1.00,0.012,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227-019,J2229-0142,22,29,37.99882,-1.0,42,3.82371,0.63,1.41,0.072,51,-1.0,-1.0,0.023,0.019,0.026,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227-088,J2229-0832,22,29,40.084334,-8.0,32,54.43557,0.08,0.18,0.204,96450,1.892,1.386,1.867,1.374,2.388,1.723,1.956,1.454,-1.0,-1.0,Fus,rfc_2024b
C,2227-097,J2229-0927,22,29,42.471181,-9.0,27,34.44866,1.33,3.66,-0.255,21,-1.0,-1.0,0.043,-1.00,0.030,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,2226-386,J2229-3823,22,29,46.890265,-38.0,23,59.69787,7.45,30.28,0.274,15,-1.0,-1.0,0.085,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227+254,J2229+2544,22,29,48.316523,25.0,44,58.63958,1.07,2.06,0.152,29,-1.0,-1.0,0.016,0.012,0.018,0.013,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227+009,J2229+0114,22,29,51.801924,1.0,14,56.72487,0.12,0.24,-0.201,595,0.166,0.074,0.164,0.087,0.151,0.078,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2226-634,J2230-6310,22,30,10.338117,-63.0,10,43.29795,2.92,1.11,-0.027,43,-1.0,-1.0,-1.00,-1.00,0.063,0.057,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227+144,J2230+1444,22,30,12.80384,14.0,44,59.77263,0.96,1.62,-0.226,35,-1.0,-1.0,0.082,0.020,0.045,0.005,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227-136,J2230-1325,22,30,15.306087,-13.0,25,42.90393,0.1,0.21,-0.023,630,0.421,0.267,-1.00,-1.00,0.538,0.194,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227+276,J2230+2753,22,30,15.431589,27.0,53,43.19033,0.96,1.78,0.212,28,-1.0,-1.0,0.024,0.018,0.022,0.016,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2225-785,J2230-7815,22,30,30.548732,-78.0,15,56.57879,7.74,1.52,0.021,57,-1.0,-1.0,-1.00,-1.00,0.048,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2229+695,J2230+6946,22,30,36.469753,69.0,46,28.07689,0.12,0.09,-0.189,231334,0.636,0.54,0.891,0.728,0.803,0.383,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2229+662,J2230+6630,22,30,39.550032,66.0,30,25.14861,1.85,0.41,-0.467,57,-1.0,-1.0,0.048,0.034,0.060,0.042,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227-399,J2230-3942,22,30,40.278577,-39.0,42,52.06684,0.18,0.26,-0.154,1489,0.196,0.134,0.313,0.229,0.275,0.202,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227-445,J2230-4416,22,30,56.442901,-44.0,16,29.89217,0.26,0.36,0.031,287,0.351,0.237,0.386,0.247,0.375,0.209,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2228+323,J2231+3239,22,31,7.340158,32.0,39,4.77083,1.18,1.7,-0.415,33,-1.0,-1.0,0.029,0.008,0.021,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2227-627,J2231-6231,22,31,7.919793,-62.0,31,19.34345,0.55,0.47,0.419,66,-1.0,-1.0,-1.00,-1.00,0.229,0.211,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2228+176,J2231+1756,22,31,13.576084,17.0,56,11.83327,7.25,8.07,0.328,6,-1.0,-1.0,0.015,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2228-017,J2231-0128,22,31,13.74732,-1.0,28,31.77325,0.46,1.14,-0.393,48,-1.0,-1.0,0.085,0.050,0.072,0.048,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,2228-286,J2231-2821,22,31,16.269169,-28.0,21,40.61956,2.57,11.29,-0.672,21,-1.0,-1.0,0.076,-1.00,0.045,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2229+591,J2231+5922,22,31,17.075495,59.0,22,0.84726,0.14,0.1,-0.171,1926,0.51,0.018,-1.00,-1.00,0.933,0.364,-1.00,-1.0,0.581,0.204,Fus,rfc_2024b
N,2229+539,J2231+5409,22,31,19.039012,54.0,9,35.91117,4.22,4.76,0.844,29,-1.0,-1.0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.0,0.073,-1.0,Fus,rfc_2024b
C,2229+391,J2231+3921,22,31,20.582435,39.0,21,29.52408,0.78,0.79,0.089,213,-1.0,-1.0,0.026,-1.00,0.039,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2228-146,J2231-1422,22,31,39.62624,-14.0,22,22.97225,0.12,0.25,-0.106,510,0.256,0.17,-1.00,-1.00,0.156,0.089,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2229-086,J2231-0824,22,31,43.193673,-8.0,24,31.87746,0.53,1.17,0.17,81,-1.0,-1.0,-1.00,-1.00,0.024,0.018,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2229+620,J2231+6218,22,31,43.258352,62.0,18,51.73293,3.15,2.99,0.183,34,-1.0,-1.0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2229+066,J2231+0655,22,31,57.396388,6.0,55,40.37705,0.51,1.11,-0.478,36,-1.0,-1.0,0.085,0.049,0.077,0.047,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2229-099,J2231-0943,22,31,58.237001,-9.0,43,59.85329,0.22,0.54,-0.131,540,0.044,0.044,-1.00,-1.00,0.035,0.04,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2231+803,J2232+8039,22,32,3.137393,80.0,39,24.81206,25.16,4.97,-0.664,8,-1.0,-1.0,-1.00,-1.00,0.006,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2229-228,J2232-2233,22,32,5.665303,-22.0,33,43.88028,18.49,21.95,0.699,4,-1.0,-1.0,0.023,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2229+297,J2232+2958,22,32,11.546309,29.0,58,25.19304,0.84,1.15,-0.622,28,-1.0,-1.0,0.065,0.035,0.052,0.029,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2230+538,J2232+5408,22,32,11.848169,54.0,8,11.98021,2.07,1.37,-0.781,36,-1.0,-1.0,0.010,0.015,0.021,0.017,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2229+074,J2232+0744,22,32,19.363061,7.0,44,41.69568,0.96,2.06,0.143,32,-1.0,-1.0,0.085,0.006,0.007,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2229-172,J2232-1659,22,32,22.564558,-16.0,59,1.8918,0.14,0.27,-0.126,496,0.264,0.049,-1.00,-1.00,0.241,0.119,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2230+625,J2232+6249,22,32,22.863566,62.0,49,36.47552,0.84,0.34,0.338,177,-1.0,-1.0,0.034,-1.00,0.043,0.022,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2230+161,J2232+1626,22,32,27.872586,16.0,26,7.67002,4.18,7.87,0.662,10,-1.0,-1.0,0.047,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,CTA102,J2232+1143,22,32,36.408901,11.0,43,50.90411,0.11,0.16,0.02,16226,5.19,2.011,3.457,1.416,3.357,0.9,3.484,1.879,5.601,3.537,Fus,rfc_2024b
C,2230+134,J2232+1344,22,32,41.852546,13.0,44,31.83563,0.88,1.9,0.124,28,-1.0,-1.0,0.019,0.014,0.025,0.017,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2230+170,J2232+1718,22,32,44.021515,17.0,18,7.34446,0.92,1.83,0.247,30,-1.0,-1.0,0.034,0.026,0.012,0.011,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,2230-124,J2232-1212,22,32,46.682643,-12.0,12,55.93724,2.66,7.79,-0.722,13,-1.0,-1.0,0.024,-1.00,0.023,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2230-206,J2232-2022,22,32,48.798136,-20.0,22,26.14126,2.78,5.93,0.194,9,-1.0,-1.0,0.012,0.013,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2230-057,J2232-0529,22,32,49.120851,-5.0,29,58.22106,1.49,3.65,-0.248,21,-1.0,-1.0,0.032,-1.00,0.034,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2231+543,J2233+5436,22,33,6.129623,54.0,36,18.3508,36.46,16.8,0.894,7,-1.0,-1.0,0.033,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2230+160,J2233+1616,22,33,8.901729,16.0,16,52.13706,0.97,1.92,0.267,29,-1.0,-1.0,0.028,0.022,0.014,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2230+316,J2233+3154,22,33,13.587431,31.0,54,1.13719,1.06,1.59,-0.448,35,-1.0,-1.0,0.039,0.025,0.016,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2231+425,J2233+4245,22,33,32.406479,42.0,45,39.9239,0.18,0.16,-0.111,434,0.274,0.133,-1.00,-1.00,0.220,0.072,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2230-081,J2233-0750,22,33,34.889185,-7.0,50,43.17804,0.68,1.58,0.154,28,-1.0,-1.0,0.030,0.019,0.040,0.036,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2231+458,J2233+4606,22,33,35.841486,46.0,6,24.31864,0.9,0.63,-0.004,81,-1.0,-1.0,0.034,0.031,0.015,0.013,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2231+357,J2233+3601,22,33,38.056238,36.0,1,3.97112,3.15,6.13,-0.288,10,-1.0,-1.0,0.011,0.009,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2232+625,J2233+6249,22,33,46.904607,62.0,49,32.99201,2.77,2.2,0.332,28,-1.0,-1.0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2231-174,J2233-1712,22,33,53.637247,-17.0,12,0.3556,1.06,3.21,-0.397,21,-1.0,-1.0,0.015,0.009,0.017,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2231-033,J2233-0303,22,33,54.741575,-3.0,3,31.95275,0.91,2.25,-0.254,21,-1.0,-1.0,0.058,-1.00,0.044,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2231-127,J2233-1230,22,33,54.946489,-12.0,30,34.32806,0.16,0.39,-0.293,572,0.119,0.046,-1.00,-1.00,0.042,0.032,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2231-168,J2233-1637,22,33,55.22704,-16.0,37,39.13974,1.6,4.15,-0.485,14,-1.0,-1.0,0.014,-1.00,0.018,0.017,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2231+452,J2233+4532,22,33,56.890522,45.0,32,41.02839,0.41,0.38,0.462,70,-1.0,-1.0,0.122,0.072,0.101,0.047,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2231+098,J2233+1008,22,33,58.450313,10.0,8,52.11752,0.12,0.21,-0.233,684,0.244,0.122,-1.00,-1.00,0.233,0.135,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2232+666,J2234+6653,22,34,1.676025,66.0,53,39.86119,2.84,1.02,-0.677,35,-1.0,-1.0,0.128,0.024,0.071,0.007,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2231-182,J2234-1758,22,34,2.628306,-17.0,58,58.91778,8.62,6.0,0.181,7,-1.0,-1.0,0.100,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2231+359,J2234+3611,22,34,2.972661,36.0,11,0.2915,1.07,1.23,-0.642,28,-1.0,-1.0,0.043,0.024,0.031,0.025,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2231-272,J2234-2656,22,34,8.399322,-26.0,56,44.57776,0.68,1.53,-0.77,59,-1.0,-1.0,0.087,0.062,0.077,0.056,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2231+082,J2234+0828,22,34,8.599745,8.0,28,7.84054,0.33,0.81,-0.121,45,-1.0,-1.0,0.112,0.097,0.066,0.051,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2231-094,J2234-0911,22,34,25.364784,-9.0,11,33.32809,1.13,2.88,-0.311,21,-1.0,-1.0,0.071,-1.00,0.053,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,2231-266,J2234-2622,22,34,40.885357,-26.0,22,19.40781,3.84,14.89,-0.692,12,-1.0,-1.0,0.025,-1.00,0.037,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2232-271,J2234-2654,22,34,48.647654,-26.0,54,53.92017,1.94,4.22,-0.787,19,-1.0,-1.0,0.042,0.020,0.029,0.019,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2232-211,J2234-2055,22,34,57.440283,-20.0,55,3.23732,0.14,0.32,-0.284,503,0.24,0.146,-1.00,-1.00,0.180,0.094,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2232-066,J2235-0623,22,35,3.084379,-6.0,23,0.80232,0.5,1.32,-0.077,57,-1.0,-1.0,0.024,0.021,0.024,0.02,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2232-488,J2235-4835,22,35,13.236577,-48.0,35,58.79446,0.2,0.21,0.197,11253,0.652,0.412,0.814,0.158,0.692,0.228,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2232-216,J2235-2121,22,35,13.532554,-21.0,21,59.02744,0.91,2.27,0.133,29,-1.0,-1.0,0.029,0.030,0.033,0.026,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2233+399,J2235+4010,22,35,17.399187,40.0,10,7.41473,2.37,3.89,-0.553,34,-1.0,-1.0,0.041,0.010,0.024,0.009,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2233+180,J2235+1816,22,35,28.608267,18.0,16,35.51097,0.32,0.68,-0.145,36,-1.0,-1.0,0.043,0.040,0.036,0.034,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,2232+001,J2235+0022,22,35,31.172126,0.0,22,38.14804,4.05,8.23,0.179,16,-1.0,-1.0,0.015,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2233+065,J2235+0646,22,35,53.769181,6.0,46,21.07889,0.59,1.14,-0.257,36,-1.0,-1.0,0.068,0.053,0.063,0.033,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2233-367,J2235-3629,22,35,54.83241,-36.0,29,2.87904,0.29,0.59,-0.315,145,-1.0,-1.0,-1.00,-1.00,0.143,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2233+340,J2235+3418,22,35,55.408551,34.0,18,36.97298,0.28,0.3,-0.203,477,0.094,0.059,-1.00,-1.00,0.052,0.029,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2233-186,J2235-1826,22,35,56.170414,-18.0,26,12.55596,0.15,0.34,-0.278,440,0.092,0.066,-1.00,-1.00,0.109,0.072,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2233-173,J2236-1706,22,36,9.522774,-17.0,6,21.97335,0.12,0.27,-0.386,482,0.238,0.158,-1.00,-1.00,0.239,0.168,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2233+209,J2236+2112,22,36,16.426384,21.0,12,28.37406,0.64,1.05,-0.634,36,-1.0,-1.0,0.120,0.083,0.098,0.075,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2233-043,J2236-0406,22,36,16.774313,-4.0,6,19.66743,0.11,0.21,-0.247,332,-1.0,-1.0,0.193,0.132,0.193,0.076,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2233-217,J2236-2131,22,36,17.710502,-21.0,31,41.23396,0.52,1.35,-0.518,36,-1.0,-1.0,0.081,0.060,0.077,0.062,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2233-226,J2236-2224,22,36,20.02724,-22.0,24,30.16017,1.32,3.95,0.049,34,-1.0,-1.0,0.079,-1.00,0.029,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2234+282,J2236+2828,22,36,22.470847,28.0,28,57.41325,0.13,0.13,0.117,103766,1.357,1.139,1.213,0.821,1.087,0.528,1.252,0.754,1.228,0.763,Fus,rfc_2024b
C,2233-234,J2236-2309,22,36,26.238709,-23.0,9,26.59709,0.12,0.24,-0.321,1493,0.308,0.184,0.196,0.111,0.208,0.123,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2234+368,J2236+3707,22,36,26.340543,37.0,7,13.49776,0.88,1.12,-0.446,36,-1.0,-1.0,0.042,0.011,0.038,0.016,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2234+202,J2236+2033,22,36,32.428653,20.0,33,1.1864,0.73,1.83,-0.268,45,-1.0,-1.0,0.016,0.015,0.016,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2233-148,J2236-1433,22,36,34.087151,-14.0,33,22.18973,0.09,0.21,-0.285,1646,0.451,0.221,-1.00,-1.00,0.320,0.151,0.673,0.452,-1.0,-1.0,Fus,rfc_2024b
C,2235+731,J2236+7322,22,36,38.597003,73.0,22,52.66225,0.17,0.1,0.152,1974,0.311,0.246,-1.00,-1.00,0.234,0.14,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2234-049,J2236-0441,22,36,41.56811,-4.0,41,10.68504,8.66,6.75,0.523,6,-1.0,-1.0,0.035,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2234+082,J2236+0830,22,36,42.485107,8.0,30,24.402,0.43,0.86,0.253,28,-1.0,-1.0,0.146,0.022,0.058,0.011,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2234-128,J2236-1232,22,36,46.500757,-12.0,32,42.80703,19.55,30.06,-0.066,3,-1.0,-1.0,0.016,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2234+386,J2236+3853,22,36,48.559115,38.0,53,17.19736,0.74,0.75,-0.149,62,-1.0,-1.0,-1.00,-1.00,0.026,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2234+420,J2237+4216,22,37,4.209706,42.0,16,48.26297,0.17,0.16,-0.192,478,0.153,0.136,-1.00,-1.00,0.140,0.117,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2234+291,J2237+2921,22,37,4.354134,29.0,21,53.87381,0.4,0.86,-0.005,45,-1.0,-1.0,0.078,0.056,0.058,0.032,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2234-396,J2237-3921,22,37,8.108536,-39.0,21,38.09017,0.27,0.55,-0.267,128,-1.0,-1.0,0.165,0.109,0.177,0.069,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2235+653,J2237+6538,22,37,11.384167,65.0,38,3.52125,5.43,4.76,0.499,14,-1.0,-1.0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2234-253,J2237-2506,22,37,18.355494,-25.0,6,32.51795,0.17,0.41,0.096,551,0.388,0.168,0.197,0.025,0.139,0.059,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2235+511,J2237+5125,22,37,22.309543,51.0,25,23.89148,0.95,1.14,-0.552,36,-1.0,-1.0,0.049,0.034,0.045,0.03,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2234+024,J2237+0243,22,37,29.241758,2.0,43,1.76399,1.94,3.33,-0.269,16,-1.0,-1.0,0.009,0.008,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2235+638,J2237+6408,22,37,30.661665,64.0,8,53.94303,3.42,1.37,-0.55,45,-1.0,-1.0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.0,0.055,0.073,Fus,rfc_2024b
C,2235-120,J2237-1145,22,37,46.491301,-11.0,45,38.82686,0.61,1.57,-0.256,45,-1.0,-1.0,0.028,0.018,0.027,0.019,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2235+150,J2237+1520,22,37,56.446223,15.0,20,8.98956,1.29,2.38,0.401,21,-1.0,-1.0,0.010,0.009,0.015,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,2235-245,J2238-2415,22,38,0.749691,-24.0,15,35.2672,2.32,9.03,-0.645,20,-1.0,-1.0,0.045,-1.00,0.039,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2235+408,J2238+4107,22,38,1.260666,41.0,7,36.3163,0.68,0.69,-0.189,59,-1.0,-1.0,-1.00,-1.00,0.026,0.024,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2235+071,J2238+0724,22,38,10.395728,7.0,24,13.98565,0.12,0.22,-0.136,755,0.217,0.162,-1.00,-1.00,0.171,0.067,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2235-073,J2238-0703,22,38,12.585043,-7.0,3,51.63018,1.29,3.31,0.018,19,-1.0,-1.0,0.020,0.015,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2235+275,J2238+2749,22,38,12.873632,27.0,49,52.77349,0.14,0.17,0.001,741,0.145,0.145,-1.00,-1.00,0.169,0.133,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2235-143,J2238-1406,22,38,14.796212,-14.0,6,18.514,8.41,17.39,0.143,5,-1.0,-1.0,0.051,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2236+678,J2238+6804,22,38,15.029247,68.0,4,59.76185,0.35,0.15,0.0,873,0.149,0.078,-1.00,-1.00,0.114,0.066,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2235-129,J2238-1240,22,38,16.234814,-12.0,40,36.58195,3.33,9.12,-0.661,11,-1.0,-1.0,0.016,-1.00,0.007,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2235+039,J2238+0412,22,38,19.306691,4.0,12,31.59748,0.43,1.05,0.148,34,-1.0,-1.0,0.048,0.030,0.062,0.046,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,2235-177,J2238-1731,22,38,31.451224,-17.0,31,17.56364,4.07,9.19,-0.531,13,-1.0,-1.0,0.031,-1.00,0.014,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2236+362,J2238+3629,22,38,34.505916,36.0,29,34.61325,1.01,1.13,0.462,53,-1.0,-1.0,0.034,0.029,0.030,0.015,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2236+124,J2238+1242,22,38,34.604826,12.0,42,50.78252,0.13,0.23,-0.225,611,0.172,0.097,-1.00,-1.00,0.193,0.147,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2236+128,J2238+1307,22,38,35.925931,13.0,7,58.88436,0.49,1.16,0.025,28,-1.0,-1.0,0.072,0.057,0.034,0.026,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2235-261,J2238-2551,22,38,41.373409,-25.0,51,2.21969,0.9,2.38,0.342,57,-1.0,-1.0,-1.00,-1.00,0.030,0.023,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2236+635,J2238+6350,22,38,43.31211,63.0,50,55.70632,1.06,0.7,-0.702,28,-1.0,-1.0,0.028,0.013,0.032,0.024,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,2236-178,J2238-1734,22,38,59.036327,-17.0,34,6.51479,6.82,8.73,-0.146,10,-1.0,-1.0,0.029,-1.00,0.027,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,2236-008,J2239-0037,22,39,0.001706,-0.0,37,56.30469,0.29,0.87,0.323,70,-1.0,-1.0,0.017,0.013,0.025,0.015,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
