Category,IVS_name,IAU_name,RAh,RAm,RAs,DEd,DEm,DEs,D_alp,D_Del,Corr,num_Obs,S-band_total_flux,S-band_unresolved_flux,C-band_total_flux,C-band_unresolved_flux,X-band_total_flux,X-band_unresolved_flux,U-band_total_flux,U-band_unresolved_flux,K-band_total_flux,K-band_unresolved_flux,Type,Cat
C,0716+477,J0720+4737,7,20,21.497764,47.0,37,44.12477,0.14,0.11,-0.157,1903,0.369,0.233,-1.00,-1.00,0.388,0.252,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718-130,J0720-1308,7,20,22.944948,-13.0,8,29.21651,0.97,2.26,-0.01,41,-1.0,-1.0,0.046,-1.00,0.018,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0718-161,J0720-1613,7,20,23.6934,-16.0,13,54.90204,2.31,5.97,-0.638,21,-1.0,-1.0,0.033,-1.00,0.019,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0719-499,J0720-5004,7,20,24.005713,-50.0,4,39.80981,2.56,1.85,-0.0,48,-1.0,-1.0,-1.00,-1.00,0.065,0.057,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0716+602,J0720+6008,7,20,27.489315,60.0,8,30.31046,3.45,2.1,0.818,45,-1.0,-1.0,0.082,0.032,0.029,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0717+020,J0720+0158,7,20,35.325277,1.0,58,23.96973,0.7,1.42,-0.18,39,-1.0,-1.0,0.036,0.010,0.024,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718-224,J0720-2232,7,20,37.597063,-22.0,32,50.56189,1.03,3.09,0.428,27,-1.0,-1.0,0.036,0.012,0.039,0.016,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0715+640,J0720+6355,7,20,38.685755,63.0,55,19.61775,1.33,0.85,-0.536,45,-1.0,-1.0,0.066,0.035,0.060,0.03,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0718-076,J0720-0743,7,20,39.66683,-7.0,43,52.45521,29.68,20.78,-0.018,5,-1.0,-1.0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.0,0.059,0.122,Fus,rfc_2024b
C,0718-340,J0720-3407,7,20,47.585175,-34.0,7,6.13551,1.07,2.83,0.197,61,-1.0,-1.0,-1.00,-1.00,0.030,0.023,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0715+658,J0720+6544,7,20,48.912732,65.0,44,4.98467,1.9,2.34,-0.375,36,-1.0,-1.0,0.019,0.015,0.015,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718-020,J0720-0210,7,20,51.167476,-2.0,10,33.61978,0.57,1.37,-0.166,45,-1.0,-1.0,0.031,0.017,0.028,0.019,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0717+241,J0720+2400,7,20,57.168832,24.0,0,53.08122,0.86,1.8,0.116,43,-1.0,-1.0,0.014,0.010,0.010,0.009,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718+142,J0721+1411,7,21,0.32079,14.0,11,23.13347,0.81,1.33,0.27,42,-1.0,-1.0,0.036,0.013,0.024,0.008,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718+157,J0721+1540,7,21,2.413642,15.0,40,42.97114,0.15,0.27,-0.257,480,0.187,0.133,-1.00,-1.00,0.143,0.073,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718-154,J0721-1530,7,21,13.491465,-15.0,30,41.01166,0.13,0.32,-0.337,561,0.335,0.053,-1.00,-1.00,0.161,0.086,-1.00,-1.0,0.019,-1.0,Fus,rfc_2024b
C,0718+042,J0721+0406,7,21,23.909987,4.0,6,44.21274,0.1,0.2,-0.25,822,0.333,0.3,0.541,0.491,0.487,0.346,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0719-423,J0721-4224,7,21,30.047739,-42.0,24,12.65787,3.45,2.74,-0.105,15,-1.0,-1.0,-1.00,-1.00,0.086,0.178,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718+277,J0721+2742,7,21,32.061716,27.0,42,12.80875,0.17,0.22,-0.366,397,0.107,0.062,-1.00,-1.00,0.091,0.048,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718+008,J0721+0047,7,21,32.072093,0.0,47,57.20372,1.3,2.47,0.599,21,-1.0,-1.0,0.028,0.021,0.024,0.022,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0719-230,J0721-2310,7,21,37.847313,-23.0,10,32.4302,1.11,3.11,0.307,25,-1.0,-1.0,0.035,-1.00,0.036,0.017,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0718+454,J0721+4522,7,21,37.978801,45.0,22,46.84097,15.73,9.28,0.93,7,-1.0,-1.0,0.025,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0719-353,J0721-3528,7,21,46.691852,-35.0,28,17.29659,0.27,0.6,-0.097,468,0.094,0.06,0.069,0.027,0.081,0.053,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0719-164,J0721-1630,7,21,49.137951,-16.0,30,19.74756,0.68,1.6,0.003,28,-1.0,-1.0,-1.00,-1.00,0.110,0.04,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0716+714,J0721+7120,7,21,53.448479,71.0,20,36.36339,0.12,0.09,0.174,204317,0.502,0.39,1.062,0.733,1.059,0.8,1.657,1.347,-1.0,-1.0,Fus,rfc_2024b
U,0720-389,J0721-3904,7,21,55.97413,-39.0,4,15.47493,7.98,52.59,-0.17,9,-1.0,-1.0,0.035,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718+374,J0722+3722,7,22,1.259703,37.0,22,28.63309,0.16,0.16,-0.177,987,0.169,0.131,0.140,0.065,0.122,0.063,0.116,0.084,-1.0,-1.0,Fus,rfc_2024b
C,0719+288,J0722+2842,7,22,10.036443,28.0,42,20.63137,1.0,1.44,0.581,42,-1.0,-1.0,0.034,0.025,0.033,0.025,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720-166,J0722-1644,7,22,16.934368,-16.0,44,17.27916,1.02,2.37,-0.053,18,-1.0,-1.0,0.021,0.021,0.023,0.015,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0720-353,J0722-3526,7,22,23.985336,-35.0,26,31.21737,14.57,38.98,-0.938,10,-1.0,-1.0,0.086,-1.00,0.051,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720-305,J0722-3038,7,22,27.695277,-30.0,38,4.63073,0.24,0.52,-0.358,354,0.129,0.071,-1.00,-1.00,0.120,0.03,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720-019,J0722-0203,7,22,32.571136,-2.0,3,58.38822,1.23,2.27,0.627,21,-1.0,-1.0,0.041,0.037,0.035,0.026,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720-103,J0722-1023,7,22,38.984253,-10.0,23,54.84251,1.37,3.34,-0.49,29,-1.0,-1.0,0.016,0.010,0.015,0.013,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0719+255,J0722+2528,7,22,49.127175,25.0,28,35.50791,0.17,0.24,-0.288,508,0.056,0.038,-1.00,-1.00,0.051,0.037,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720+031,J0722+0306,7,22,55.061687,3.0,6,9.92845,0.39,1.08,-0.369,36,-1.0,-1.0,0.042,0.036,0.058,0.045,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0719+362,J0722+3606,7,22,57.401355,36.0,6,19.8984,0.26,0.33,0.023,117,-1.0,-1.0,0.086,0.068,0.086,0.066,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720-272,J0722-2720,7,22,57.605501,-27.0,20,51.05862,0.73,1.57,-0.192,64,-1.0,-1.0,0.046,0.012,0.025,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720-074,J0722-0731,7,22,59.683293,-7.0,31,34.81239,0.25,0.58,0.006,162,-1.0,-1.0,0.037,0.021,0.032,0.015,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0719+442,J0723+4407,7,23,0.86542,44.0,7,28.6856,1.15,0.78,0.006,64,-1.0,-1.0,0.111,0.041,0.058,0.024,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720-072,J0723-0723,7,23,6.675319,-7.0,23,26.39946,0.57,1.47,-0.078,45,-1.0,-1.0,0.014,0.013,0.019,0.016,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0719+359,J0723+3550,7,23,12.768182,35.0,50,56.54672,1.75,2.05,0.251,28,-1.0,-1.0,0.009,0.009,0.009,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720+101,J0723+1001,7,23,13.173916,10.0,1,23.75579,2.26,3.81,0.124,16,-1.0,-1.0,0.060,-1.00,0.022,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718+587,J0723+5841,7,23,14.052979,58.0,41,20.61805,1.76,1.57,-0.036,31,-1.0,-1.0,-1.00,-1.00,0.015,0.013,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723-645,J0723-6437,7,23,23.399959,-64.0,37,5.05373,8.59,3.19,0.111,16,-1.0,-1.0,-1.00,-1.00,0.101,0.187,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0721-093,J0723-0925,7,23,27.725496,-9.0,25,45.37826,0.66,1.64,-0.483,34,-1.0,-1.0,0.068,0.007,0.048,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720+085,J0723+0824,7,23,31.324441,8.0,24,30.95935,1.0,2.2,-0.643,34,-1.0,-1.0,0.012,0.011,0.015,0.015,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0729-826,J0723-8247,7,23,39.406823,-82.0,47,41.09027,11.91,1.33,0.139,30,-1.0,-1.0,-1.00,-1.00,0.088,0.077,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0719+540,J0723+5355,7,23,43.778056,53.0,55,57.29243,1.21,0.98,-0.001,87,-1.0,-1.0,0.033,0.020,0.033,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0721-300,J0723-3009,7,23,46.776284,-30.0,9,12.95446,4.56,12.15,0.468,18,-1.0,-1.0,0.096,-1.00,0.052,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720+209,J0723+2051,7,23,48.342077,20.0,51,30.7787,0.53,1.26,-0.543,34,-1.0,-1.0,0.029,0.020,0.016,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0721-318,J0723-3157,7,23,51.032642,-31.0,57,57.95684,33.94,42.7,-0.573,5,-1.0,-1.0,0.050,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720+183,J0723+1812,7,23,53.939135,18.0,12,22.81544,1.1,1.96,0.386,35,-1.0,-1.0,0.013,0.018,0.013,0.015,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0719+651,J0723+6504,7,23,54.826283,65.0,4,54.58001,1.73,0.91,-0.468,21,-1.0,-1.0,0.056,-1.00,0.075,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720+290,J0723+2859,7,23,54.837561,28.0,59,29.85333,0.47,0.58,0.117,200,-1.0,-1.0,-1.00,-1.00,0.083,0.071,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0722-333,J0723-3328,7,23,55.197759,-33.0,28,53.04453,37.89,46.13,-0.027,3,-1.0,-1.0,0.033,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720+354,J0723+3519,7,23,55.441778,35.0,19,36.43892,1.34,1.84,0.342,19,-1.0,-1.0,0.039,0.009,0.027,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0721+191,J0723+1904,7,23,56.689531,19.0,4,57.2025,0.96,2.17,0.088,20,-1.0,-1.0,0.026,0.013,0.019,0.009,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0721-149,J0724-1505,7,24,3.056599,-15.0,5,17.26678,0.94,2.19,0.017,20,-1.0,-1.0,-1.00,-1.00,0.030,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0721+100,J0724+0957,7,24,3.72072,9.0,57,40.03863,3.25,5.98,-0.74,6,-1.0,-1.0,0.009,0.012,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0722-283,J0724-2829,7,24,6.335332,-28.0,29,3.06352,5.23,13.07,-0.168,14,-1.0,-1.0,0.028,-1.00,0.021,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720+356,J0724+3531,7,24,10.083539,35.0,31,50.51838,0.87,1.0,-0.674,36,-1.0,-1.0,0.048,0.033,0.040,0.025,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0721-071,J0724-0715,7,24,17.292633,-7.0,15,20.35197,0.09,0.19,-0.2,2205,0.474,0.382,-1.00,-1.00,0.906,0.712,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0720+454,J0724+4523,7,24,22.729193,45.0,23,26.85365,1.36,1.48,0.543,28,-1.0,-1.0,0.043,0.030,0.025,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0721+300,J0724+2957,7,24,28.039204,29.0,57,48.00921,0.18,0.24,-0.105,287,0.056,0.055,0.090,0.085,0.104,0.09,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0721+153,J0724+1512,7,24,28.886227,15.0,12,46.23869,1.06,1.92,-0.111,61,-1.0,-1.0,0.016,-1.00,0.015,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722-063,J0724-0624,7,24,29.078706,-6.0,24,33.27115,0.5,1.17,-0.291,92,-1.0,-1.0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.0,0.078,-1.0,Fus,rfc_2024b
C,0722-068,J0724-0658,7,24,29.143905,-6.0,58,7.74001,0.29,0.75,-0.237,58,-1.0,-1.0,0.182,0.136,0.110,0.088,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723-394,J0724-3931,7,24,45.355481,-39.0,31,18.98689,1.73,1.45,-0.013,26,-1.0,-1.0,-1.00,-1.00,0.172,0.152,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722+032,J0724+0308,7,24,48.408973,3.0,8,25.09036,0.13,0.27,-0.184,662,0.105,0.073,-1.00,-1.00,0.083,0.082,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0719+670,J0724+6659,7,24,54.114404,66.0,59,10.28706,1.99,1.15,-0.422,51,-1.0,-1.0,-1.00,-1.00,0.015,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0722-095,J0724-0939,7,24,55.171986,-9.0,39,58.0187,12.44,16.87,0.416,7,-1.0,-1.0,0.013,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722-156,J0724-1545,7,24,59.006449,-15.0,45,29.37409,0.66,1.52,0.038,28,-1.0,-1.0,-1.00,-1.00,0.065,0.038,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0721+269,J0725+2652,7,25,0.001088,26.0,52,42.86006,1.16,1.55,0.688,34,-1.0,-1.0,0.032,0.027,0.039,0.031,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0721+543,J0725+5413,7,25,3.90732,54.0,13,44.45451,0.85,0.83,-0.393,45,-1.0,-1.0,0.080,0.035,0.058,0.032,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723-342,J0725-3423,7,25,15.743478,-34.0,23,45.37425,0.87,2.19,-0.11,35,-1.0,-1.0,0.098,0.037,0.048,0.03,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722+145,J0725+1425,7,25,16.807768,14.0,25,13.74654,0.11,0.16,-0.071,8748,0.67,0.279,0.777,0.435,0.688,0.408,0.760,0.469,-1.0,-1.0,Fus,rfc_2024b
C,0723-35A,J0725-353A,7,25,23.44199,-35.0,31,32.4514,1.38,3.78,-0.14,39,-1.0,-1.0,-1.00,-1.00,0.018,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723-265,J0725-2640,7,25,24.413142,-26.0,40,32.67931,0.13,0.26,-0.381,1575,0.288,0.075,-1.00,-1.00,0.310,0.141,-1.00,-1.0,0.319,0.178,Fus,rfc_2024b
C,0716+813,J0725+8114,7,25,26.294831,81.0,14,7.7799,4.14,1.22,-0.51,66,-1.0,-1.0,0.009,0.010,0.013,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0723-375,J0725-3740,7,25,28.16976,-37.0,40,20.10942,18.23,46.52,-0.86,10,-1.0,-1.0,0.075,-1.00,0.027,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0721+453,J0725+4516,7,25,28.231692,45.0,16,59.1168,3.12,3.64,0.21,16,-1.0,-1.0,0.015,0.018,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723-187,J0725-1852,7,25,28.853413,-18.0,52,7.37362,0.54,1.18,-0.103,45,-1.0,-1.0,0.118,0.049,0.117,0.044,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723-049,J0725-0503,7,25,29.563237,-5.0,3,37.46855,0.68,1.58,-0.191,45,-1.0,-1.0,0.017,0.013,0.022,0.017,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0723-388,J0725-3854,7,25,32.897942,-38.0,54,4.61627,2.42,11.51,0.357,14,-1.0,-1.0,0.142,-1.00,0.095,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722+196,J0725+1932,7,25,33.074416,19.0,32,14.81135,1.15,1.94,0.485,34,-1.0,-1.0,0.026,0.019,0.021,0.015,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722+023,J0725+0216,7,25,34.861601,2.0,16,46.4404,1.24,1.78,-0.076,71,-1.0,-1.0,-1.00,-1.00,0.032,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0721+546,J0725+5431,7,25,39.585587,54.0,31,17.38835,2.13,2.25,-0.204,31,-1.0,-1.0,0.008,0.008,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722+463,J0725+4617,7,25,43.065694,46.0,17,49.67811,0.69,0.96,0.452,45,-1.0,-1.0,0.053,0.033,0.050,0.026,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0722+385,J0725+3826,7,25,44.355739,38.0,26,39.72351,5.72,4.4,0.011,10,-1.0,-1.0,0.042,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0723-354,J0725-3530,7,25,47.903395,-35.0,30,38.89548,2.05,5.32,0.436,45,-1.0,-1.0,0.017,0.018,0.021,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722+39A,J0725+3917,7,25,50.003541,39.0,17,25.79291,2.54,1.85,-0.45,25,-1.0,-1.0,0.039,-1.00,0.020,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723-189,J0725-1904,7,25,50.165565,-19.0,4,19.0745,0.12,0.26,-0.276,838,0.197,0.148,-1.00,-1.00,0.172,0.113,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722+284,J0725+2819,7,25,50.589737,28.0,19,5.8168,0.55,0.84,-0.459,312,0.023,0.022,-1.00,-1.00,0.025,0.023,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723-008,J0725-0054,7,25,50.63992,-0.0,54,56.54333,0.09,0.18,-0.089,12128,0.728,0.274,7.418,2.084,2.127,0.825,2.561,0.632,-1.0,-1.0,Fus,rfc_2024b
U,0723+106,J0725+1032,7,25,51.265467,10.0,32,2.45994,9.93,22.02,0.826,4,-1.0,-1.0,0.021,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723+136,J0725+1330,7,25,51.547949,13.0,30,26.20631,1.08,1.78,-0.265,28,-1.0,-1.0,0.076,-1.00,0.035,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722+393,J0726+3912,7,26,4.73726,39.0,12,23.32105,0.5,0.62,-0.187,302,-1.0,-1.0,0.076,0.045,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723+020,J0726+0159,7,26,8.649841,1.0,59,1.27792,0.63,0.97,0.126,49,-1.0,-1.0,-1.00,-1.00,0.019,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722+306,J0726+3034,7,26,8.694743,30.0,34,57.81629,1.02,1.27,0.508,40,-1.0,-1.0,-1.00,-1.00,0.018,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0718+793,J0726+7911,7,26,11.73523,79.0,11,31.01616,0.15,0.09,0.163,89036,0.709,0.541,0.829,0.591,0.686,0.344,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723+219,J0726+2153,7,26,14.260742,21.0,53,20.11396,0.12,0.14,-0.082,7613,0.284,0.225,0.510,0.462,0.496,0.407,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723+205,J0726+2025,7,26,21.040022,20.0,25,8.32604,2.0,3.41,-0.204,28,-1.0,-1.0,0.088,0.017,0.034,0.018,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722+415,J0726+4124,7,26,22.420173,41.0,24,43.66839,0.47,0.5,-0.137,362,-1.0,-1.0,0.106,0.090,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0725-473,J0726-4728,7,26,26.240171,-47.0,28,53.36262,2.07,1.13,0.036,37,-1.0,-1.0,-1.00,-1.00,0.157,0.146,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723+067,J0726+0636,7,26,36.364143,6.0,36,42.85204,0.12,0.22,-0.347,803,0.216,0.21,-1.00,-1.00,0.145,0.108,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0724-374,J0726-3732,7,26,39.839149,-37.0,32,17.39811,33.39,59.2,-0.878,6,-1.0,-1.0,0.060,-1.00,0.087,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723+276,J0726+2733,7,26,49.893411,27.0,33,30.97253,1.15,1.55,0.735,34,-1.0,-1.0,0.072,0.059,0.040,0.039,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722+615,J0726+6125,7,26,51.681715,61.0,25,13.68096,0.91,0.56,-0.051,336,-1.0,-1.0,0.096,0.088,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0725-444,J0726-4435,7,26,57.541446,-44.0,35,18.99497,4.16,2.32,0.259,22,-1.0,-1.0,-1.00,-1.00,0.144,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0725-381,J0727-3813,7,27,0.130456,-38.0,13,11.41752,0.42,0.88,-0.089,261,0.185,0.056,-1.00,-1.00,0.123,0.044,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723+488,J0727+4844,7,27,3.100615,48.0,44,10.12666,0.16,0.15,-0.24,952,0.375,0.27,0.263,0.223,0.167,0.073,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0725-359,J0727-3604,7,27,17.975874,-36.0,4,31.92578,12.79,29.83,0.096,13,-1.0,-1.0,0.033,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0722+676,J0727+6730,7,27,23.950647,67.0,30,20.28957,1.22,1.16,-0.073,65,-1.0,-1.0,0.021,0.014,0.014,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0724+007,J0727+0039,7,27,24.657445,0.0,39,7.76703,0.4,1.09,-0.485,28,-1.0,-1.0,0.097,0.078,0.095,0.047,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0724+312,J0727+3109,7,27,25.066565,31.0,9,35.47165,1.45,2.15,-0.606,30,-1.0,-1.0,0.013,0.014,0.019,0.014,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0725-272,J0727-2720,7,27,32.51522,-27.0,20,46.18626,3.59,10.71,-0.672,16,-1.0,-1.0,0.063,-1.00,0.045,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0724+409,J0727+4052,7,27,32.941898,40.0,52,10.14375,1.11,1.12,0.622,36,-1.0,-1.0,0.061,0.036,0.048,0.022,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0724+181,J0727+1803,7,27,35.872087,18.0,3,44.06766,1.21,1.96,-0.201,28,-1.0,-1.0,0.038,-1.00,0.029,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723+534,J0727+5321,7,27,43.049472,53.0,21,36.27366,1.53,1.32,0.71,45,-1.0,-1.0,0.009,0.010,0.011,0.011,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0725-055,J0727-0538,7,27,55.07735,-5.0,38,41.80726,0.41,0.89,-0.026,126,-1.0,-1.0,-1.00,-1.00,0.034,0.021,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
U,0725-251,J0727-2517,7,27,59.609856,-25.0,17,33.5381,15.94,35.56,0.232,5,-1.0,-1.0,0.020,-1.00,-1.00,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0724+485,J0727+4827,7,27,59.853096,48.0,27,20.38541,1.31,1.83,0.527,45,-1.0,-1.0,0.014,0.011,0.013,0.012,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0724+535,J0728+5325,7,28,3.163438,53.0,25,16.95662,1.07,0.8,0.003,36,-1.0,-1.0,0.067,0.036,0.047,0.019,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0726-365,J0728-3641,7,28,8.570064,-36.0,41,59.88675,2.9,9.54,0.408,14,-1.0,-1.0,-1.00,-1.00,0.025,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0723+679,J0728+6748,7,28,10.895626,67.0,48,47.03294,0.18,0.11,-0.163,1081,0.317,0.197,0.405,0.241,0.432,0.287,0.388,0.264,-1.0,-1.0,Fus,rfc_2024b
C,0725-060,J0728-0610,7,28,12.368323,-6.0,10,36.40186,0.3,0.79,-0.238,46,-1.0,-1.0,0.103,0.091,0.098,0.057,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
C,0725+082,J0728+0808,7,28,16.949882,8.0,8,15.33469,1.0,2.8,-0.153,36,-1.0,-1.0,0.056,0.023,0.020,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
N,0726-294,J0728-2930,7,28,20.01718,-29.0,30,47.49894,7.01,18.46,-0.534,12,-1.0,-1.0,0.083,-1.00,0.034,-1.0,-1.00,-1.0,-1.0,-1.0,Fus,rfc_2024b
